Turkey,0.246236344,0,0.871052892
Turkmenistan,0.649181778,0.2241069,0
Tuvalu,0,0,0
Uganda,0.685385008,0.657337103,0
Ukraine,0.386831426,0.982321894,0
United Arab Emirates,0.000289049,0,0.999103716
United Kingdom,0.017069958,0,0.986381958
United States,0.000364754,0,0.999364753
Uruguay,0.446896034,0.2241069,0
Uzbekistan,0.094800021,0.89328996,0
Vanuatu,0,0,0
Venezuela,0.386831426,0,0.430881439
Vietnam,0.022233956,0.982321894,0
Yemen,0.688595947,0,0.150521114
Zambia,0.911957408,0,0.150521114
Zimbabwe,0.537080074,0.745171796,0
