0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Columbia,Comoros,Congo,Congo- Democratic Republic of,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea- North,Korea- South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe,,
Ecuador,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15698,0,0,0,16093,1,11437,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,5908,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,95226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2744,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519123,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4020,420751,1,0,0,28410,0,0,0,0,,
Egypt,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,,
El Salvador,0,0,0,0,0,0,0,0,11352,0,0,0,0,0,0,0,1,8257,0,0,1,0,0,1,0,0,0,0,0,0,0,49801,0,0,0,1,0,1,0,0,0,14379,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14855,0,0,0,0,0,5474,0,0,0,0,0,0,1,0,7989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7869,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8130,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1116420,0,0,0,1,0,0,0,0,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,62711,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4772,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,24829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,376,0,0,0,0,0,0,0,0,,
Eritrea,0,0,0,0,0,0,0,0,2523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,290383,0,0,1,0,0,0,6561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40644,0,0,0,0,0,0,0,0,0,0,0,1,0,458042,0,0,5276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8690,12689,0,0,0,0,0,0,0,0,,
Estonia,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18637,1,0,0,1,6149,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3511,7491,1,0,1,0,1,0,0,0,0,0,0,0,0,3551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,69054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15099,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2686,12738,0,0,0,1,0,0,0,0,,
Ethiopia,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,34697,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,21085,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,87556,17226,0,1,0,0,30763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28618,0,0,0,0,0,1,0,0,0,0,0,1,0,152094,0,0,12534,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,139693,0,0,0,0,0,0,0,0,,
Fiji,0,0,0,0,0,0,0,0,60544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,1,0,1,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,360,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4588,41338,0,0,0,0,0,0,0,0,,
Finland,0,0,0,0,0,0,0,0,10091,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14604,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4143,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,21363,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10220,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13238,0,0,0,0,189535,4312,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14997,13490,0,0,0,1,0,0,0,0,,
France,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,174750,0,1,0,1,0,0,1,0,0,0,0,0,1,1,92606,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,169945,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,41771,40053,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,1,1,0,0,1,0,1,1,1,1,134355,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,252618,1,1,1,0,1,110377,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,128020,160721,1,0,1,1,0,0,1,0,,
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,1,318,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14615,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600,0,0,0,0,0,0,0,0,,
Gambia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1169,0,0,0,4049,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6509,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5881,0,0,2778,0,0,0,0,0,0,0,18112,0,0,0,0,3358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5198,7472,0,0,0,0,0,0,0,0,,
Georgia,0,0,0,0,0,0,1,75792,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13497,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18164,0,41817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26032,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,644390,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10702,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7295,0,0,0,72410,0,1,25310,0,0,0,0,0,0,0,0,,
Germany,0,0,0,1,0,0,1,1,131810,202093,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,199541,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,170959,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,175667,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,272821,1,1,0,0,1,204233,0,0,0,1,1,0,1,0,0,0,306456,0,0,0,0,0,299753,653968,1,0,0,1,0,0,1,0,,
Ghana,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50217,0,0,0,0,21920,0,0,0,0,0,0,0,0,0,0,111001,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,34153,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,49931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15785,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,186015,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,39247,0,0,0,1,0,0,0,0,0,96795,110931,0,0,0,0,0,0,1,0,,
Greece,0,80778,0,0,0,0,0,1,140114,1,0,1,0,0,0,0,15143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85126,0,0,0,1,0,0,0,0,0,0,0,0,0,20937,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,470350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19919,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,66344,0,0,0,0,0,28102,151239,1,0,0,1,0,0,0,0,,
Grenada,0,0,0,0,0,143,0,0,105,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9167,0,0,0,0,0,0,0,12958,33568,0,0,0,105,0,0,0,0,,
Guatamala,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20070,0,0,1,0,0,1,0,0,0,0,0,0,0,18282,0,0,0,1,0,1,0,0,0,3294,0,0,0,0,0,1,0,0,1,1,0,8528,0,0,0,0,0,1,1745,0,0,0,1,0,1,0,0,0,0,0,0,0,2849,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35022,0,0,0,0,0,0,0,0,0,0,1,1,1387,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6699,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,753720,0,0,0,1,0,0,0,0,,
Guinea,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,134171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22124,0,58625,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49944,0,0,0,0,0,0,0,0,0,16267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6195,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80773,0,0,69127,0,0,0,0,0,0,0,12657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6403,0,0,0,0,0,0,0,0,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8653,0,20158,0,737,0,0,0,0,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4847,0,0,0,0,0,0,0,0,0,0,30225,0,0,0,0,0,0,0,0,0,1,0,24155,0,0,0,0,0,0,0,0,0,0,7462,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
Guyana,0,0,0,0,0,4798,0,0,1,0,0,1,0,0,3327,0,1,1,0,0,0,0,0,1613,0,0,0,0,0,0,0,101505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10924,0,1,1,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,24979,263147,0,0,0,6551,0,0,0,0,,
Haiti,0,0,0,0,0,0,0,0,1,0,0,19051,0,0,0,0,1921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73753,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,279216,1,0,0,0,0,0,0,0,0,42103,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,545437,0,0,0,1509,0,0,0,0,,
Holy See (Vatican City),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Honduras,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6777,0,0,1,0,0,1,0,0,0,0,0,0,0,6013,0,0,0,1,0,1,0,0,0,4861,0,0,0,0,0,1,0,0,1,1,0,11207,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314,0,0,0,0,0,0,0,0,0,0,1,0,14597,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27059,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,469202,0,0,0,1,0,0,0,0,,
Hungary,0,0,0,0,0,0,0,0,24806,38732,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,53474,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,89583,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160,1,0,0,0,0,1,0,0,0,0,14953,13919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24979,81905,1,0,0,1,0,0,0,0,,
Iceland,0,0,0,0,0,0,0,0,631,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9565,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,2,0,0,0,5732,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,0,0,4619,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2056,12120,0,0,0,0,0,0,0,0,,
India,0,0,0,1,0,1,0,0,1,1,0,1,1,1052775,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,516508,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,393210,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,831432,1,1,0,0,0,1,447824,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1452927,0,0,0,1,1,1,0,0,0,0,0,1,336352,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,2185919,657792,1654272,0,0,0,1,0,0,1,0,,
Indonesia,0,0,0,0,0,0,0,0,66325,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,17347,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,25916,85717,0,0,0,0,15861,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1397684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146854,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,279409,0,0,0,0,102332,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,87530,0,0,0,1,0,0,0,0,,
Iran,0,0,0,0,0,0,0,1,1,1,0,0,34350,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107198,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,89604,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,76259,1,0,1,1,1,0,0,0,0,0,98302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,150389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,60118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40267,62449,351685,1,0,0,1,0,0,0,0,,
Iraq,0,0,0,0,0,0,0,0,41309,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39050,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,10,0,0,0,115792,0,1,0,0,0,0,0,0,0,0,1,0,1,0,379356,0,1,111935,1,0,1,303791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35732,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,103728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66612,102942,0,0,0,0,0,1,0,0,,
Ireland,0,0,0,0,0,0,0,0,63593,1,0,1,0,0,0,0,3999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26041,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,6056,0,0,0,16044,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4306,7534,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17162,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,422569,137537,0,0,0,1,0,0,0,0,,
